customer_id,period,spend,txns,eligible_spend,cashback,segment,region,group,tenure_months,post,treat
5230,pre,2057.58,54.0,536.14,0.0,Digital Native,Midwest,treatment,33,0,1
5230,post,2005.61,61.0,617.0,18.51,Digital Native,Midwest,treatment,33,1,1
5231,pre,168.86,4.0,0.0,0.0,Budget Occasional,West,control,42,0,0
5231,post,226.92999999999998,3.0,14.4,0.0,Budget Occasional,West,control,42,1,0
5232,pre,1088.9299999999998,20.0,130.45999999999998,0.0,Mainstream,Northeast,control,99,0,0
5232,post,1171.95,18.0,244.35,0.0,Mainstream,Northeast,control,99,1,0
5233,pre,399.35,13.0,133.61,0.0,Budget Occasional,West,control,46,0,0
5233,post,622.45,21.0,116.58,0.0,Budget Occasional,West,control,46,1,0
5234,pre,1544.26,32.0,281.46000000000004,0.0,Mainstream,Southwest,control,40,0,0
5234,post,1595.26,31.0,341.72,0.0,Mainstream,Southwest,control,40,1,0
5235,pre,500.61,11.0,125.94999999999999,0.0,Mainstream,Northeast,treatment,59,0,1
5235,post,350.33,5.0,76.38,2.29,Mainstream,Northeast,treatment,59,1,1
5236,pre,177.02,7.0,24.68,0.0,Budget Occasional,Southeast,treatment,96,0,1
5236,post,128.2,4.0,0.0,0.0,Budget Occasional,Southeast,treatment,96,1,1
5237,pre,337.33,5.0,33.53,0.0,Dormant Reactivation,West,control,4,0,0
5237,post,241.88,8.0,172.8,0.0,Dormant Reactivation,West,control,4,1,0
5238,pre,1815.47,19.0,453.63,0.0,Affluent Frequent,Northeast,control,87,0,0
5238,post,2054.35,22.0,459.21,0.0,Affluent Frequent,Northeast,control,87,1,0
5239,pre,6011.38,59.0,757.38,0.0,Affluent Frequent,Northeast,treatment,105,0,1
5239,post,6675.0599999999995,54.0,1289.12,38.67,Affluent Frequent,Northeast,treatment,105,1,1
5240,pre,1113.82,30.0,132.55,0.0,Budget Occasional,West,treatment,120,0,1
5240,post,927.0600000000001,22.0,49.82,1.5,Budget Occasional,West,treatment,120,1,1
5241,pre,656.54,19.0,127.44999999999999,0.0,Digital Native,Southeast,control,33,0,0
5241,post,1042.43,22.0,285.02,0.0,Digital Native,Southeast,control,33,1,0
5242,pre,130.3,2.0,0.0,0.0,Dormant Reactivation,Southeast,control,44,0,0
5242,post,108.77000000000001,2.0,0.0,0.0,Dormant Reactivation,Southeast,control,44,1,0
5243,pre,4297.39,47.0,906.92,0.0,Affluent Frequent,Midwest,control,16,0,0
5243,post,6267.6,65.0,1273.57,0.0,Affluent Frequent,Midwest,control,16,1,0
5244,pre,6755.97,69.0,1614.18,0.0,Affluent Frequent,Southeast,treatment,24,0,1
5244,post,4787.4,50.0,1096.17,32.89,Affluent Frequent,Southeast,treatment,24,1,1
5245,pre,219.92000000000002,4.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,4,0,1
5245,post,85.53999999999999,3.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,4,1,1
5246,pre,1162.53,16.0,409.3,0.0,Affluent Frequent,Midwest,treatment,104,0,1
5246,post,779.31,9.0,317.28,9.530000000000001,Affluent Frequent,Midwest,treatment,104,1,1
5247,pre,2025.28,24.0,154.07,0.0,Mainstream,Midwest,control,59,0,0
5247,post,1608.51,27.0,408.34000000000003,0.0,Mainstream,Midwest,control,59,1,0
5248,pre,360.49,9.0,76.42,0.0,Budget Occasional,Midwest,control,41,0,0
5248,post,454.81,12.0,44.13,0.0,Budget Occasional,Midwest,control,41,1,0
5249,pre,1004.48,16.0,94.53,0.0,Mainstream,Southwest,control,87,0,0
5249,post,1206.15,25.0,91.43,0.0,Mainstream,Southwest,control,87,1,0
5250,pre,246.1,8.0,111.4,0.0,Budget Occasional,Northeast,control,8,0,0
5250,post,579.51,12.0,61.53999999999999,0.0,Budget Occasional,Northeast,control,8,1,0
5251,pre,1854.34,40.0,422.95,0.0,Digital Native,West,treatment,94,0,1
5251,post,1736.28,35.0,381.34,11.44,Digital Native,West,treatment,94,1,1
5252,pre,359.56,10.0,126.7,0.0,Dormant Reactivation,West,control,117,0,0
5252,post,616.82,14.0,58.63,0.0,Dormant Reactivation,West,control,117,1,0
5253,pre,1894.31,34.0,214.29000000000002,0.0,Mainstream,Southwest,treatment,62,0,1
5253,post,1268.21,28.0,466.99,14.02,Mainstream,Southwest,treatment,62,1,1
5254,pre,2264.23,57.0,479.92,0.0,Digital Native,Southeast,treatment,97,0,1
5254,post,3244.36,63.0,578.5,17.34,Digital Native,Southeast,treatment,97,1,1
5255,pre,1404.3,19.0,171.27,0.0,Mainstream,Southeast,control,32,0,0
5255,post,1112.34,22.0,132.9,0.0,Mainstream,Southeast,control,32,1,0
5256,pre,1217.42,23.0,339.21000000000004,0.0,Mainstream,Southwest,treatment,114,0,1
5256,post,649.92,16.0,171.04,5.13,Mainstream,Southwest,treatment,114,1,1
5257,pre,0.0,0.0,0.0,0.0,Dormant Reactivation,Northeast,control,117,0,0
5257,post,60.77,1.0,0.0,0.0,Dormant Reactivation,Northeast,control,117,1,0
5258,pre,909.65,28.0,355.96,0.0,Digital Native,West,treatment,33,0,1
5258,post,1737.17,37.0,405.88,12.19,Digital Native,West,treatment,33,1,1
5259,pre,25.88,1.0,0.0,0.0,Budget Occasional,Southeast,treatment,115,0,1
5259,post,89.03999999999999,3.0,0.0,0.0,Budget Occasional,Southeast,treatment,115,1,1
5260,pre,571.41,8.0,86.72999999999999,0.0,Mainstream,Southwest,control,12,0,0
5260,post,320.62,7.0,61.470000000000006,0.0,Mainstream,Southwest,control,12,1,0
5261,pre,2077.83,46.0,268.13,0.0,Budget Occasional,Northeast,control,58,0,0
5261,post,1195.17,36.0,123.2,0.0,Budget Occasional,Northeast,control,58,1,0
5262,pre,1641.78,16.0,141.87,0.0,Affluent Frequent,Southeast,treatment,61,0,1
5262,post,3074.26,35.0,703.99,21.13,Affluent Frequent,Southeast,treatment,61,1,1
5263,pre,2043.08,35.0,305.19,0.0,Digital Native,West,control,97,0,0
5263,post,1334.59,38.0,302.76,0.0,Digital Native,West,control,97,1,0
5264,pre,586.16,9.0,48.379999999999995,0.0,Dormant Reactivation,Midwest,control,99,0,0
5264,post,103.65,3.0,26.05,0.0,Dormant Reactivation,Midwest,control,99,1,0
5265,pre,4249.71,35.0,1079.72,0.0,Affluent Frequent,Northeast,control,90,0,0
5265,post,3207.93,35.0,643.21,0.0,Affluent Frequent,Northeast,control,90,1,0
5266,pre,370.39,6.0,0.0,0.0,Mainstream,Midwest,treatment,8,0,1
5266,post,380.1,11.0,28.5,0.86,Mainstream,Midwest,treatment,8,1,1
5267,pre,466.86,12.0,24.700000000000003,0.0,Dormant Reactivation,Southwest,control,74,0,0
5267,post,545.14,14.0,60.64,0.0,Dormant Reactivation,Southwest,control,74,1,0
5268,pre,242.28,8.0,20.35,0.0,Budget Occasional,West,treatment,108,0,1
5268,post,795.59,16.0,74.57,2.23,Budget Occasional,West,treatment,108,1,1
5269,pre,5269.87,52.0,1449.95,0.0,Affluent Frequent,Northeast,control,18,0,0
5269,post,5385.32,41.0,588.37,0.0,Affluent Frequent,Northeast,control,18,1,0
5270,pre,487.04,15.0,95.53999999999999,0.0,Digital Native,Northeast,treatment,112,0,1
5270,post,1341.81,21.0,354.69,10.629999999999999,Digital Native,Northeast,treatment,112,1,1
5271,pre,2888.79,67.0,753.91,0.0,Digital Native,Midwest,control,100,0,0
5271,post,2583.04,55.0,702.16,0.0,Digital Native,Midwest,control,100,1,0
5272,pre,1424.03,17.0,268.76,0.0,Affluent Frequent,Southeast,treatment,43,0,1
5272,post,1746.25,18.0,345.39,10.36,Affluent Frequent,Southeast,treatment,43,1,1
5273,pre,419.0,12.0,143.26999999999998,0.0,Digital Native,Southeast,treatment,57,0,1
5273,post,955.8100000000001,21.0,186.77,5.59,Digital Native,Southeast,treatment,57,1,1
5274,pre,1029.84,13.0,147.02,0.0,Affluent Frequent,Southeast,control,103,0,0
5274,post,1108.48,10.0,81.28,0.0,Affluent Frequent,Southeast,control,103,1,0
5275,pre,951.11,14.0,33.16,0.0,Mainstream,Southeast,treatment,63,0,1
5275,post,865.67,16.0,146.51,4.4,Mainstream,Southeast,treatment,63,1,1
5276,pre,237.76,13.0,66.26,0.0,Budget Occasional,Southeast,treatment,96,0,1
5276,post,705.4,24.0,110.4,3.32,Budget Occasional,Southeast,treatment,96,1,1
5277,pre,1854.73,31.0,296.82,0.0,Mainstream,Midwest,treatment,81,0,1
5277,post,1028.58,23.0,202.43,6.07,Mainstream,Midwest,treatment,81,1,1
5278,pre,560.71,8.0,55.65,0.0,Mainstream,Southeast,control,88,0,0
5278,post,206.31,6.0,68.84,0.0,Mainstream,Southeast,control,88,1,0
5279,pre,447.75,9.0,48.62,0.0,Mainstream,Southeast,control,29,0,0
5279,post,527.14,12.0,90.74,0.0,Mainstream,Southeast,control,29,1,0
5280,pre,260.14,9.0,42.79,0.0,Budget Occasional,West,treatment,110,0,1
5280,post,211.71,7.0,16.07,0.48,Budget Occasional,West,treatment,110,1,1
5281,pre,606.53,9.0,95.58,0.0,Digital Native,Northeast,control,41,0,0
5281,post,81.1,2.0,0.0,0.0,Digital Native,Northeast,control,41,1,0
5282,pre,125.78,4.0,13.13,0.0,Budget Occasional,Midwest,control,56,0,0
5282,post,364.13,8.0,41.81,0.0,Budget Occasional,Midwest,control,56,1,0
5283,pre,587.3299999999999,12.0,100.32,0.0,Mainstream,West,treatment,41,0,1
5283,post,883.69,11.0,92.38999999999999,2.7800000000000002,Mainstream,West,treatment,41,1,1
5284,pre,8105.5599999999995,70.0,1378.6399999999999,0.0,Affluent Frequent,Northeast,control,29,0,0
5284,post,7731.1900000000005,71.0,1102.07,0.0,Affluent Frequent,Northeast,control,29,1,0
5285,pre,259.39,11.0,41.4,0.0,Budget Occasional,Northeast,control,18,0,0
5285,post,174.10999999999999,4.0,44.65,0.0,Budget Occasional,Northeast,control,18,1,0
5286,pre,1640.69,34.0,370.88,0.0,Digital Native,Southwest,control,55,0,0
5286,post,1459.46,32.0,90.99000000000001,0.0,Digital Native,Southwest,control,55,1,0
5287,pre,19.28,1.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,97,0,1
5287,post,348.78000000000003,3.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,97,1,1
5288,pre,34.76,1.0,0.0,0.0,Budget Occasional,Southwest,treatment,74,0,1
5288,post,127.57,3.0,0.0,0.0,Budget Occasional,Southwest,treatment,74,1,1
5289,pre,2143.57,39.0,366.77,0.0,Mainstream,Southeast,treatment,114,0,1
5289,post,1368.71,27.0,211.82,6.359999999999999,Mainstream,Southeast,treatment,114,1,1
5290,pre,168.2,8.0,10.4,0.0,Budget Occasional,Southeast,control,47,0,0
5290,post,176.68,8.0,29.34,0.0,Budget Occasional,Southeast,control,47,1,0
5291,pre,2079.31,30.0,129.12,0.0,Mainstream,West,control,77,0,0
5291,post,1144.9,23.0,238.92,0.0,Mainstream,West,control,77,1,0
5292,pre,593.35,17.0,86.17,0.0,Budget Occasional,Northeast,treatment,100,0,1
5292,post,703.4399999999999,21.0,140.81,4.2299999999999995,Budget Occasional,Northeast,treatment,100,1,1
5293,pre,1829.95,24.0,248.54,0.0,Mainstream,Northeast,treatment,105,0,1
5293,post,804.45,17.0,243.57000000000002,7.3100000000000005,Mainstream,Northeast,treatment,105,1,1
5294,pre,179.95,7.0,0.0,0.0,Budget Occasional,Midwest,treatment,18,0,1
5294,post,219.93,7.0,0.0,0.0,Budget Occasional,Midwest,treatment,18,1,1
5295,pre,1156.49,19.0,73.26,0.0,Budget Occasional,Northeast,treatment,72,0,1
5295,post,634.7,16.0,95.51,2.8600000000000003,Budget Occasional,Northeast,treatment,72,1,1
5296,pre,466.89,14.0,31.73,0.0,Budget Occasional,Northeast,treatment,35,0,1
5296,post,133.4,6.0,0.0,0.0,Budget Occasional,Northeast,treatment,35,1,1
5297,pre,177.83,4.0,0.0,0.0,Dormant Reactivation,West,treatment,35,0,1
5297,post,182.12,6.0,16.13,0.48,Dormant Reactivation,West,treatment,35,1,1
5298,pre,12278.93,104.0,2592.73,0.0,Affluent Frequent,West,control,42,0,0
5298,post,10261.12,113.0,1712.17,0.0,Affluent Frequent,West,control,42,1,0
5299,pre,300.28,9.0,81.96,0.0,Budget Occasional,Southeast,treatment,69,0,1
5299,post,95.67,6.0,0.0,0.0,Budget Occasional,Southeast,treatment,69,1,1
5300,pre,161.54,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,20,0,1
5300,post,300.58,7.0,97.78,2.9299999999999997,Dormant Reactivation,Northeast,treatment,20,1,1
5301,pre,3381.54,31.0,1027.45,0.0,Affluent Frequent,West,treatment,40,0,1
5301,post,5591.23,42.0,469.68,14.09,Affluent Frequent,West,treatment,40,1,1
5302,pre,235.72,8.0,56.08,0.0,Digital Native,Midwest,treatment,93,0,1
5302,post,512.72,9.0,102.08,3.06,Digital Native,Midwest,treatment,93,1,1
5303,pre,301.16,5.0,41.08,0.0,Dormant Reactivation,Southwest,control,47,0,0
5303,post,254.24,5.0,16.17,0.0,Dormant Reactivation,Southwest,control,47,1,0
5304,pre,2084.08,26.0,0.0,0.0,Mainstream,Northeast,control,93,0,0
5304,post,2524.3,32.0,155.24,0.0,Mainstream,Northeast,control,93,1,0
5305,pre,919.01,23.0,93.13,0.0,Budget Occasional,Northeast,control,47,0,0
5305,post,777.59,19.0,96.26,0.0,Budget Occasional,Northeast,control,47,1,0
5306,pre,2685.01,23.0,156.38,0.0,Affluent Frequent,Southwest,treatment,118,0,1
5306,post,1738.99,25.0,790.21,23.7,Affluent Frequent,Southwest,treatment,118,1,1
5307,pre,2128.59,28.0,269.96,0.0,Mainstream,Northeast,control,103,0,0
5307,post,1409.89,22.0,89.98,0.0,Mainstream,Northeast,control,103,1,0
5308,pre,90.46,4.0,0.0,0.0,Dormant Reactivation,West,treatment,66,0,1
5308,post,169.25,4.0,0.0,0.0,Dormant Reactivation,West,treatment,66,1,1
5309,pre,300.55,8.0,0.0,0.0,Budget Occasional,Southwest,control,80,0,0
5309,post,276.42,6.0,16.67,0.0,Budget Occasional,Southwest,control,80,1,0
5310,pre,1101.09,14.0,261.53,0.0,Mainstream,West,control,106,0,0
5310,post,1526.89,16.0,60.45,0.0,Mainstream,West,control,106,1,0
5311,pre,1196.1299999999999,15.0,342.78,0.0,Affluent Frequent,Midwest,control,54,0,0
5311,post,731.22,10.0,152.16,0.0,Affluent Frequent,Midwest,control,54,1,0
5312,pre,97.83,5.0,10.11,0.0,Dormant Reactivation,Southeast,treatment,60,0,1
5312,post,383.59,5.0,0.0,0.0,Dormant Reactivation,Southeast,treatment,60,1,1
5313,pre,213.26999999999998,5.0,35.76,0.0,Budget Occasional,Southeast,control,33,0,0
5313,post,872.27,14.0,48.24,0.0,Budget Occasional,Southeast,control,33,1,0
5314,pre,932.15,21.0,97.55,0.0,Mainstream,Southeast,control,112,0,0
5314,post,1177.8999999999999,18.0,245.25,0.0,Mainstream,Southeast,control,112,1,0
5315,pre,230.11,3.0,0.0,0.0,Dormant Reactivation,Southwest,control,80,0,0
5315,post,0.0,0.0,0.0,0.0,Dormant Reactivation,Southwest,control,80,1,0
5316,pre,700.24,19.0,122.94,0.0,Digital Native,Midwest,control,35,0,0
5316,post,1439.29,26.0,79.4,0.0,Digital Native,Midwest,control,35,1,0
5317,pre,187.19,6.0,40.83,0.0,Budget Occasional,Midwest,control,16,0,0
5317,post,334.76,10.0,12.86,0.0,Budget Occasional,Midwest,control,16,1,0
5318,pre,4096.78,45.0,1359.09,0.0,Affluent Frequent,Northeast,treatment,119,0,1
5318,post,7098.77,71.0,1939.76,58.2,Affluent Frequent,Northeast,treatment,119,1,1
5319,pre,1043.36,31.0,239.56,0.0,Digital Native,Southeast,treatment,67,0,1
5319,post,437.23,17.0,138.76999999999998,4.16,Digital Native,Southeast,treatment,67,1,1
5320,pre,193.98,6.0,30.19,0.0,Budget Occasional,Southeast,control,117,0,0
5320,post,109.33000000000001,3.0,0.0,0.0,Budget Occasional,Southeast,control,117,1,0
5321,pre,849.6,11.0,51.61,0.0,Mainstream,West,treatment,84,0,1
5321,post,835.87,10.0,79.0,2.37,Mainstream,West,treatment,84,1,1
5322,pre,35.83,2.0,15.84,0.0,Dormant Reactivation,Northeast,control,75,0,0
5322,post,229.32,4.0,40.68,0.0,Dormant Reactivation,Northeast,control,75,1,0
5323,pre,1540.8899999999999,51.0,386.78,0.0,Digital Native,Southeast,treatment,26,0,1
5323,post,2185.39,67.0,438.18,13.14,Digital Native,Southeast,treatment,26,1,1
5324,pre,1582.8899999999999,21.0,474.74,0.0,Affluent Frequent,Midwest,control,82,0,0
5324,post,1702.1499999999999,23.0,682.1,0.0,Affluent Frequent,Midwest,control,82,1,0
5325,pre,225.48,5.0,137.37,0.0,Dormant Reactivation,Northeast,treatment,53,0,1
5325,post,253.58,6.0,27.0,0.81,Dormant Reactivation,Northeast,treatment,53,1,1
5326,pre,454.78999999999996,13.0,0.0,0.0,Budget Occasional,Northeast,treatment,107,0,1
5326,post,513.97,9.0,49.42,1.48,Budget Occasional,Northeast,treatment,107,1,1
5327,pre,321.17,6.0,60.65,0.0,Dormant Reactivation,Southwest,treatment,108,0,1
5327,post,435.58,9.0,32.26,0.97,Dormant Reactivation,Southwest,treatment,108,1,1
5328,pre,116.59,3.0,14.25,0.0,Dormant Reactivation,Midwest,treatment,81,0,1
5328,post,104.9,3.0,20.65,0.62,Dormant Reactivation,Midwest,treatment,81,1,1
5329,pre,1830.57,32.0,75.66,0.0,Mainstream,Midwest,treatment,54,0,1
5329,post,1679.2,29.0,188.96,5.68,Mainstream,Midwest,treatment,54,1,1
5330,pre,3419.69,30.0,442.51,0.0,Affluent Frequent,West,control,48,0,0
5330,post,3996.44,43.0,1002.09,0.0,Affluent Frequent,West,control,48,1,0
5331,pre,524.51,8.0,0.0,0.0,Dormant Reactivation,West,control,115,0,0
5331,post,896.11,12.0,0.0,0.0,Dormant Reactivation,West,control,115,1,0
5332,pre,529.77,11.0,11.56,0.0,Mainstream,Midwest,treatment,24,0,1
5332,post,307.15000000000003,4.0,0.0,0.0,Mainstream,Midwest,treatment,24,1,1
5333,pre,3831.36,65.0,451.22,0.0,Mainstream,West,treatment,19,0,1
5333,post,5782.349999999999,73.0,732.13,21.96,Mainstream,West,treatment,19,1,1
5334,pre,271.73,10.0,28.45,0.0,Budget Occasional,Southeast,control,40,0,0
5334,post,390.84000000000003,11.0,97.67,0.0,Budget Occasional,Southeast,control,40,1,0
5335,pre,2598.98,62.0,757.86,0.0,Digital Native,West,treatment,21,0,1
5335,post,2762.83,69.0,751.91,22.57,Digital Native,West,treatment,21,1,1
5336,pre,553.46,21.0,66.06,0.0,Budget Occasional,Midwest,treatment,107,0,1
5336,post,680.39,21.0,124.27,3.7399999999999998,Budget Occasional,Midwest,treatment,107,1,1
5337,pre,854.87,18.0,119.72999999999999,0.0,Mainstream,Southeast,control,26,0,0
5337,post,1395.53,21.0,312.12,0.0,Mainstream,Southeast,control,26,1,0
5338,pre,172.54999999999998,4.0,37.37,0.0,Dormant Reactivation,Northeast,control,90,0,0
5338,post,144.61,3.0,0.0,0.0,Dormant Reactivation,Northeast,control,90,1,0
5339,pre,340.02,9.0,132.0,0.0,Mainstream,Southeast,control,19,0,0
5339,post,690.77,16.0,91.00999999999999,0.0,Mainstream,Southeast,control,19,1,0
5340,pre,1395.86,22.0,105.19,0.0,Mainstream,Midwest,treatment,106,0,1
5340,post,1449.94,35.0,446.28999999999996,13.4,Mainstream,Midwest,treatment,106,1,1
5341,pre,451.88,14.0,37.83,0.0,Budget Occasional,Southwest,treatment,18,0,1
5341,post,460.92,13.0,24.28,0.73,Budget Occasional,Southwest,treatment,18,1,1
5342,pre,904.07,9.0,110.7,0.0,Affluent Frequent,Midwest,control,44,0,0
5342,post,1311.41,15.0,398.40999999999997,0.0,Affluent Frequent,Midwest,control,44,1,0
5343,pre,1683.82,16.0,55.66,0.0,Mainstream,West,treatment,44,0,1
5343,post,1537.69,17.0,192.16,5.77,Mainstream,West,treatment,44,1,1
5344,pre,1382.77,28.0,205.62,0.0,Mainstream,Southeast,treatment,75,0,1
5344,post,1546.46,29.0,335.09000000000003,10.04,Mainstream,Southeast,treatment,75,1,1
5345,pre,1315.78,23.0,154.72,0.0,Mainstream,Midwest,control,7,0,0
5345,post,1637.99,23.0,170.11,0.0,Mainstream,Midwest,control,7,1,0
5346,pre,1894.76,24.0,793.66,0.0,Affluent Frequent,Southeast,control,59,0,0
5346,post,2364.56,26.0,403.01,0.0,Affluent Frequent,Southeast,control,59,1,0
5347,pre,265.28,3.0,0.0,0.0,Mainstream,West,treatment,101,0,1
5347,post,345.87,8.0,27.74,0.83,Mainstream,West,treatment,101,1,1
5348,pre,2181.69,18.0,91.34,0.0,Affluent Frequent,Southeast,treatment,30,0,1
5348,post,4847.33,48.0,1027.58,30.82,Affluent Frequent,Southeast,treatment,30,1,1
5349,pre,1104.67,12.0,95.28999999999999,0.0,Mainstream,West,control,106,0,0
5349,post,833.11,15.0,0.0,0.0,Mainstream,West,control,106,1,0
5350,pre,1884.56,48.0,507.12,0.0,Digital Native,Southeast,treatment,24,0,1
5350,post,1447.65,44.0,427.2,12.83,Digital Native,Southeast,treatment,24,1,1
5351,pre,3867.35,40.0,817.61,0.0,Affluent Frequent,Northeast,control,113,0,0
5351,post,5366.18,40.0,919.9100000000001,0.0,Affluent Frequent,Northeast,control,113,1,0
5352,pre,1707.78,32.0,434.94,0.0,Digital Native,Northeast,control,59,0,0
5352,post,1726.32,35.0,403.57,0.0,Digital Native,Northeast,control,59,1,0
5353,pre,226.19,9.0,28.77,0.0,Budget Occasional,Midwest,treatment,86,0,1
5353,post,422.94,14.0,88.83,2.66,Budget Occasional,Midwest,treatment,86,1,1
5354,pre,513.99,16.0,98.32000000000001,0.0,Budget Occasional,West,control,119,0,0
5354,post,620.78,15.0,41.55,0.0,Budget Occasional,West,control,119,1,0
5355,pre,2813.19,41.0,515.76,0.0,Affluent Frequent,Southwest,treatment,114,0,1
5355,post,4673.56,47.0,766.4300000000001,22.99,Affluent Frequent,Southwest,treatment,114,1,1
5356,pre,151.95,4.0,100.03999999999999,0.0,Budget Occasional,Midwest,control,7,0,0
5356,post,416.32,9.0,19.51,0.0,Budget Occasional,Midwest,control,7,1,0
5357,pre,1077.43,18.0,227.81,0.0,Mainstream,Northeast,treatment,108,0,1
5357,post,1632.49,21.0,143.0,4.279999999999999,Mainstream,Northeast,treatment,108,1,1
5358,pre,2590.24,29.0,750.06,0.0,Affluent Frequent,Northeast,control,108,0,0
5358,post,4266.24,44.0,1104.1200000000001,0.0,Affluent Frequent,Northeast,control,108,1,0
5359,pre,1426.48,43.0,340.88,0.0,Digital Native,Southeast,treatment,51,0,1
5359,post,1227.76,39.0,190.06,5.7,Digital Native,Southeast,treatment,51,1,1
5360,pre,1125.74,15.0,207.75,0.0,Mainstream,West,control,81,0,0
5360,post,650.81,11.0,58.44,0.0,Mainstream,West,control,81,1,0
5361,pre,229.82000000000002,4.0,0.0,0.0,Dormant Reactivation,Midwest,control,97,0,0
5361,post,22.55,1.0,0.0,0.0,Dormant Reactivation,Midwest,control,97,1,0
5362,pre,5079.22,66.0,780.37,0.0,Affluent Frequent,Southeast,control,35,0,0
5362,post,6069.78,62.0,1568.93,0.0,Affluent Frequent,Southeast,control,35,1,0
5363,pre,3085.1,52.0,242.03,0.0,Mainstream,Northeast,control,4,0,0
5363,post,3890.13,53.0,359.11,0.0,Mainstream,Northeast,control,4,1,0
5364,pre,1957.9199999999998,26.0,190.99,0.0,Mainstream,Northeast,treatment,48,0,1
5364,post,1711.69,27.0,138.51,4.17,Mainstream,Northeast,treatment,48,1,1
5365,pre,454.69,8.0,164.09,0.0,Mainstream,Northeast,treatment,80,0,1
5365,post,808.63,13.0,44.84,1.35,Mainstream,Northeast,treatment,80,1,1
5366,pre,570.54,17.0,253.4,0.0,Digital Native,Southeast,control,7,0,0
5366,post,1302.94,36.0,232.1,0.0,Digital Native,Southeast,control,7,1,0
5367,pre,191.86,3.0,0.0,0.0,Dormant Reactivation,Northeast,control,67,0,0
5367,post,369.07,4.0,0.0,0.0,Dormant Reactivation,Northeast,control,67,1,0
5368,pre,635.61,22.0,83.95,0.0,Budget Occasional,West,control,6,0,0
5368,post,977.95,29.0,132.02,0.0,Budget Occasional,West,control,6,1,0
5369,pre,1729.38,20.0,390.43,0.0,Affluent Frequent,Southeast,control,13,0,0
5369,post,1811.19,25.0,256.28,0.0,Affluent Frequent,Southeast,control,13,1,0
5370,pre,2908.61,37.0,358.49,0.0,Mainstream,Southeast,treatment,103,0,1
5370,post,2957.38,53.0,690.36,20.720000000000002,Mainstream,Southeast,treatment,103,1,1
5371,pre,960.3100000000001,17.0,259.67,0.0,Mainstream,West,treatment,43,0,1
5371,post,757.41,12.0,307.01,9.219999999999999,Mainstream,West,treatment,43,1,1
5372,pre,1956.04,36.0,402.72,0.0,Mainstream,Midwest,treatment,58,0,1
5372,post,1425.28,27.0,193.34,5.81,Mainstream,Midwest,treatment,58,1,1
5373,pre,2163.57,45.0,366.04,0.0,Digital Native,Midwest,control,73,0,0
5373,post,2199.13,47.0,515.88,0.0,Digital Native,Midwest,control,73,1,0
5374,pre,511.81,16.0,97.4,0.0,Digital Native,West,control,107,0,0
5374,post,923.46,20.0,120.05,0.0,Digital Native,West,control,107,1,0
5375,pre,486.27,12.0,137.75,0.0,Digital Native,West,treatment,115,0,1
5375,post,742.02,17.0,390.05,11.7,Digital Native,West,treatment,115,1,1
5376,pre,2420.77,23.0,530.84,0.0,Affluent Frequent,Northeast,treatment,68,0,1
5376,post,1765.52,18.0,651.91,19.56,Affluent Frequent,Northeast,treatment,68,1,1
5377,pre,1476.2,19.0,118.87,0.0,Mainstream,West,control,81,0,0
5377,post,1058.7,16.0,203.22,0.0,Mainstream,West,control,81,1,0
5378,pre,1138.44,23.0,170.9,0.0,Digital Native,Northeast,treatment,106,0,1
5378,post,1525.61,29.0,400.21,12.0,Digital Native,Northeast,treatment,106,1,1
5379,pre,740.74,10.0,79.82,0.0,Mainstream,West,control,101,0,0
5379,post,713.98,13.0,93.84,0.0,Mainstream,West,control,101,1,0
5380,pre,878.03,11.0,77.22,0.0,Mainstream,Southeast,control,36,0,0
5380,post,781.6,13.0,155.87,0.0,Mainstream,Southeast,control,36,1,0
5381,pre,494.72,16.0,215.32,0.0,Digital Native,West,control,18,0,0
5381,post,741.94,16.0,55.22,0.0,Digital Native,West,control,18,1,0
5382,pre,400.2300000000001,5.0,0.0,0.0,Dormant Reactivation,Southeast,treatment,78,0,1
5382,post,180.47,5.0,0.0,0.0,Dormant Reactivation,Southeast,treatment,78,1,1
5383,pre,1517.19,25.0,226.82999999999998,0.0,Mainstream,Southwest,control,11,0,0
5383,post,968.9300000000001,24.0,67.63,0.0,Mainstream,Southwest,control,11,1,0
5384,pre,549.28,6.0,47.22,0.0,Affluent Frequent,Northeast,control,65,0,0
5384,post,930.51,10.0,450.25,0.0,Affluent Frequent,Northeast,control,65,1,0
5385,pre,1053.87,26.0,205.31,0.0,Digital Native,Southwest,control,30,0,0
5385,post,1844.0,38.0,209.06,0.0,Digital Native,Southwest,control,30,1,0
5386,pre,616.3199999999999,18.0,104.16,0.0,Digital Native,Northeast,treatment,118,0,1
5386,post,733.8,16.0,111.25999999999999,3.34,Digital Native,Northeast,treatment,118,1,1
5387,pre,286.43,9.0,25.03,0.0,Dormant Reactivation,West,control,6,0,0
5387,post,117.11000000000001,3.0,0.0,0.0,Dormant Reactivation,West,control,6,1,0
5388,pre,183.37,5.0,37.86,0.0,Dormant Reactivation,West,treatment,69,0,1
5388,post,105.33,3.0,0.0,0.0,Dormant Reactivation,West,treatment,69,1,1
