customer_id,period,segment,region,test_group,spend,txns,eligible_spend
3915,post,Budget Occasional,Midwest,control,507.95,16.0,23.68
3916,pre,Budget Occasional,West,control,243.33,8.0,0.0
3916,post,Budget Occasional,West,control,407.85,12.0,52.49
3917,pre,Mainstream,Southeast,control,1732.55,28.0,92.36
3917,post,Mainstream,Southeast,control,1557.47,24.0,169.98
3918,pre,Mainstream,Midwest,control,2131.84,31.0,71.38
3918,post,Mainstream,Midwest,control,1481.72,31.0,229.24
3919,pre,Mainstream,Southeast,control,884.67,15.0,157.22
3919,post,Mainstream,Southeast,control,1086.1,18.0,160.03
3920,pre,Digital Native,Midwest,treatment,2510.81,57.0,346.01
3920,post,Digital Native,Midwest,treatment,2964.3,71.0,724.8299999999999
3921,pre,Digital Native,Midwest,control,3254.33,60.0,517.39
3921,post,Digital Native,Midwest,control,2731.92,73.0,777.54
3922,pre,Mainstream,Midwest,control,1045.56,19.0,146.04
3922,post,Mainstream,Midwest,control,812.31,17.0,164.57
3923,pre,Mainstream,West,control,2746.38,40.0,384.58
3923,post,Mainstream,West,control,2265.93,33.0,509.76
3924,pre,Affluent Frequent,Southwest,treatment,2525.61,30.0,564.43
3924,post,Affluent Frequent,Southwest,treatment,2692.11,35.0,573.37
3925,pre,Affluent Frequent,Southeast,control,2878.18,45.0,705.12
3925,post,Affluent Frequent,Southeast,control,3443.04,42.0,1409.59
3926,pre,Digital Native,Northeast,treatment,2175.8,56.0,675.83
3926,post,Digital Native,Northeast,treatment,2243.42,54.0,448.87
3927,pre,Dormant Reactivation,Southwest,control,192.28,10.0,14.85
3927,post,Dormant Reactivation,Southwest,control,551.76,10.0,0.0
3928,pre,Dormant Reactivation,West,treatment,544.54,8.0,29.52
3928,post,Dormant Reactivation,West,treatment,426.58,8.0,51.72
3929,pre,Digital Native,Southeast,treatment,2044.44,57.0,568.11
3929,post,Digital Native,Southeast,treatment,3081.5,78.0,785.12
3930,pre,Digital Native,West,control,2672.19,59.0,709.14
3930,post,Digital Native,West,control,3210.07,54.0,509.72
3931,pre,Dormant Reactivation,Midwest,treatment,802.6899999999999,11.0,63.44
3931,post,Dormant Reactivation,Midwest,treatment,297.43,6.0,9.04
3932,pre,Dormant Reactivation,West,treatment,28.24,1.0,0.0
3932,post,Dormant Reactivation,West,treatment,89.96000000000001,4.0,0.0
3933,pre,Affluent Frequent,Northeast,treatment,5196.15,54.0,1280.4
3933,post,Affluent Frequent,Northeast,treatment,5994.97,51.0,1230.92
3934,pre,Digital Native,Northeast,treatment,289.7,7.0,42.28
3934,post,Digital Native,Northeast,treatment,634.23,15.0,135.64
3935,pre,Affluent Frequent,Southeast,control,631.35,9.0,152.10000000000002
3935,post,Affluent Frequent,Southeast,control,866.95,10.0,212.08
3936,pre,Budget Occasional,West,treatment,818.48,19.0,96.72
3936,post,Budget Occasional,West,treatment,776.25,20.0,150.32
3937,pre,Dormant Reactivation,Midwest,treatment,236.89,5.0,0.0
3937,post,Dormant Reactivation,Midwest,treatment,114.31,4.0,52.85
3938,pre,Digital Native,West,control,3340.64,60.0,944.59
3938,post,Digital Native,West,control,3432.6,71.0,690.86
3939,pre,Budget Occasional,Southeast,control,430.66,11.0,121.06
3939,post,Budget Occasional,Southeast,control,698.57,19.0,64.18
3940,pre,Affluent Frequent,Southeast,treatment,1230.99,9.0,178.14
3940,post,Affluent Frequent,Southeast,treatment,402.55,8.0,42.11
3941,pre,Budget Occasional,Midwest,control,486.2,9.0,46.78
3941,post,Budget Occasional,Midwest,control,409.52,16.0,48.34
3942,pre,Budget Occasional,Northeast,control,925.2,20.0,37.32
3942,post,Budget Occasional,Northeast,control,625.42,16.0,141.94
3943,pre,Mainstream,Northeast,control,2094.34,33.0,369.85
3943,post,Mainstream,Northeast,control,2224.28,31.0,491.08
3944,pre,Budget Occasional,Midwest,control,142.32999999999998,6.0,0.0
3944,post,Budget Occasional,Midwest,control,353.06,9.0,89.46000000000001
3945,pre,Mainstream,West,control,858.15,17.0,149.05
3945,post,Mainstream,West,control,1668.83,26.0,143.15
3946,pre,Budget Occasional,Southeast,control,472.14,16.0,136.89
3946,post,Budget Occasional,Southeast,control,351.61,13.0,55.79
3947,pre,Mainstream,Midwest,control,1531.11,30.0,103.94
3947,post,Mainstream,Midwest,control,1250.35,27.0,267.72
3948,pre,Digital Native,Northeast,control,991.92,23.0,192.33
3948,post,Digital Native,Northeast,control,772.25,22.0,484.23
3949,pre,Mainstream,Midwest,treatment,715.52,14.0,45.9
3949,post,Mainstream,Midwest,treatment,947.36,15.0,50.42
3950,pre,Affluent Frequent,Northeast,control,2362.28,23.0,469.68
3950,post,Affluent Frequent,Northeast,control,2365.83,20.0,615.16
3951,pre,Digital Native,Southeast,treatment,426.65,12.0,189.96
3951,post,Digital Native,Southeast,treatment,388.0,12.0,161.38
3952,pre,Mainstream,West,treatment,2303.87,35.0,223.45
3952,post,Mainstream,West,treatment,3260.38,49.0,613.57
3953,pre,Mainstream,Southeast,control,317.74,8.0,111.85
3953,post,Mainstream,Southeast,control,557.59,11.0,37.16
3954,pre,Budget Occasional,Southeast,treatment,620.16,18.0,122.26
3954,post,Budget Occasional,Southeast,treatment,988.41,31.0,189.77
3955,pre,Mainstream,Southwest,treatment,866.04,15.0,86.63
3955,post,Mainstream,Southwest,treatment,943.37,10.0,12.09
3956,pre,Budget Occasional,West,control,444.67,11.0,37.57
3956,post,Budget Occasional,West,control,933.63,24.0,123.86
3957,pre,Dormant Reactivation,Southwest,control,510.25,10.0,50.4
3957,post,Dormant Reactivation,Southwest,control,345.86,8.0,0.0
3958,pre,Mainstream,Southeast,treatment,2228.46,25.0,334.62
3958,post,Mainstream,Southeast,treatment,1667.49,30.0,409.84
3959,pre,Affluent Frequent,Southeast,treatment,1904.03,22.0,293.31
3959,post,Affluent Frequent,Southeast,treatment,3680.19,29.0,399.76
3960,pre,Budget Occasional,Southeast,control,706.4,17.0,65.53
3960,post,Budget Occasional,Southeast,control,718.16,19.0,60.47
3961,pre,Digital Native,Southeast,control,1332.19,27.0,226.12
3961,post,Digital Native,Southeast,control,1433.01,32.0,194.33
3962,pre,Digital Native,Southeast,treatment,1456.14,30.0,131.24
3962,post,Digital Native,Southeast,treatment,1249.46,34.0,385.51
3963,pre,Mainstream,West,treatment,1724.12,29.0,153.84
3963,post,Mainstream,West,treatment,1938.12,23.0,294.24
3964,pre,Dormant Reactivation,West,treatment,344.91,7.0,0.0
3964,post,Dormant Reactivation,West,treatment,246.53,6.0,36.39
3965,pre,Budget Occasional,Northeast,control,89.72999999999999,3.0,30.86
3965,post,Budget Occasional,Northeast,control,125.01,5.0,19.92
3966,pre,Affluent Frequent,West,treatment,4755.98,47.0,1056.11
3966,post,Affluent Frequent,West,treatment,6182.02,56.0,1374.83
3967,pre,Dormant Reactivation,Northeast,control,280.31,5.0,26.17
3967,post,Dormant Reactivation,Northeast,control,278.96000000000004,5.0,0.0
3968,pre,Affluent Frequent,West,treatment,952.5,10.0,241.41
3968,post,Affluent Frequent,West,treatment,1134.02,15.0,320.14
3969,pre,Dormant Reactivation,Southeast,treatment,232.0,8.0,70.62
3969,post,Dormant Reactivation,Southeast,treatment,88.24000000000001,3.0,31.1
3970,pre,Budget Occasional,West,treatment,404.93,13.0,0.0
3970,post,Budget Occasional,West,treatment,563.26,15.0,0.0
3971,pre,Affluent Frequent,Southeast,treatment,3042.69,37.0,1075.92
3971,post,Affluent Frequent,Southeast,treatment,4190.01,36.0,808.75
3972,pre,Mainstream,West,treatment,879.84,18.0,184.54
3972,post,Mainstream,West,treatment,1016.47,21.0,252.27
3973,pre,Affluent Frequent,Southeast,control,1359.32,19.0,413.63
3973,post,Affluent Frequent,Southeast,control,2264.39,19.0,378.15
3974,pre,Mainstream,Midwest,treatment,1520.08,25.0,186.67
3974,post,Mainstream,Midwest,treatment,2267.07,25.0,122.58
3975,pre,Mainstream,Northeast,control,1909.94,30.0,236.94
3975,post,Mainstream,Northeast,control,2613.07,35.0,229.14
3976,pre,Mainstream,Southeast,treatment,1533.23,27.0,286.15
3976,post,Mainstream,Southeast,treatment,933.48,20.0,200.55
3977,pre,Mainstream,Northeast,treatment,2217.65,28.0,284.1
3977,post,Mainstream,Northeast,treatment,2456.51,31.0,449.66
3978,pre,Affluent Frequent,West,treatment,1897.42,17.0,211.41
3978,post,Affluent Frequent,West,treatment,1977.86,18.0,112.59
3979,pre,Mainstream,Southwest,control,2454.77,41.0,314.64
3979,post,Mainstream,Southwest,control,1911.46,41.0,354.75
3980,pre,Digital Native,Northeast,control,2248.69,43.0,503.51
3980,post,Digital Native,Northeast,control,2483.64,58.0,431.82
3981,pre,Digital Native,Northeast,treatment,4853.03,89.0,589.95
3981,post,Digital Native,Northeast,treatment,4898.01,113.0,1151.78
3982,pre,Digital Native,Southeast,control,1123.24,24.0,133.73000000000002
3982,post,Digital Native,Southeast,control,437.87,11.0,80.95
3983,pre,Affluent Frequent,Southeast,treatment,3057.64,38.0,572.52
3983,post,Affluent Frequent,Southeast,treatment,3716.47,52.0,1119.23
3984,pre,Mainstream,Southeast,control,1683.15,26.0,104.77
3984,post,Mainstream,Southeast,control,1958.36,41.0,173.86
3985,pre,Budget Occasional,Southeast,control,410.23,12.0,121.74
3985,post,Budget Occasional,Southeast,control,213.18,7.0,0.0
3986,pre,Mainstream,West,treatment,2568.93,39.0,381.38
3986,post,Mainstream,West,treatment,2252.82,40.0,476.05
3987,pre,Budget Occasional,Northeast,control,426.73,15.0,83.38
3987,post,Budget Occasional,Northeast,control,228.08,9.0,88.67
3988,pre,Affluent Frequent,West,control,4443.38,32.0,520.8100000000001
3988,post,Affluent Frequent,West,control,3165.21,35.0,1006.44
3989,pre,Affluent Frequent,Northeast,treatment,2483.63,23.0,957.15
3989,post,Affluent Frequent,Northeast,treatment,4323.07,42.0,1025.52
3990,pre,Mainstream,Southeast,control,1175.9,13.0,73.89
3990,post,Mainstream,Southeast,control,901.45,21.0,239.93
3991,pre,Budget Occasional,West,treatment,595.6,18.0,139.22
3991,post,Budget Occasional,West,treatment,236.37,10.0,73.67
3992,pre,Affluent Frequent,West,treatment,2880.71,24.0,551.13
3992,post,Affluent Frequent,West,treatment,2781.43,25.0,605.04
3993,pre,Mainstream,West,control,1211.07,21.0,189.77
3993,post,Mainstream,West,control,1936.69,28.0,151.51
3994,pre,Mainstream,Southeast,control,1125.44,16.0,108.75
3994,post,Mainstream,Southeast,control,828.26,11.0,292.56
3995,pre,Affluent Frequent,Midwest,control,2522.87,29.0,579.71
3995,post,Affluent Frequent,Midwest,control,3937.33,35.0,444.36
3996,pre,Dormant Reactivation,Southeast,control,106.39,5.0,16.22
3996,post,Dormant Reactivation,Southeast,control,294.78,4.0,0.0
3997,pre,Affluent Frequent,Midwest,treatment,1414.05,10.0,159.12
3997,post,Affluent Frequent,Midwest,treatment,2014.49,26.0,740.66
3998,pre,Dormant Reactivation,Midwest,treatment,18.76,1.0,0.0
3998,post,Dormant Reactivation,Midwest,treatment,182.33,6.0,38.04
3999,pre,Affluent Frequent,Southeast,control,2567.45,37.0,867.5
3999,post,Affluent Frequent,Southeast,control,2989.05,38.0,822.1999999999999
4000,pre,Digital Native,Northeast,control,1418.15,30.0,401.13
4000,post,Digital Native,Northeast,control,1956.01,38.0,577.45
4001,pre,Budget Occasional,West,control,372.85,10.0,44.42
4001,post,Budget Occasional,West,control,161.5,6.0,18.43
4002,pre,Budget Occasional,Southwest,treatment,10.16,1.0,0.0
4002,post,Budget Occasional,Southwest,treatment,28.66,2.0,0.0
4003,pre,Affluent Frequent,Northeast,treatment,1431.84,16.0,448.85
4003,post,Affluent Frequent,Northeast,treatment,1302.42,12.0,175.55
4004,pre,Mainstream,Northeast,control,1977.54,34.0,289.98
4004,post,Mainstream,Northeast,control,2861.57,39.0,270.6
4005,pre,Digital Native,Midwest,treatment,1145.57,25.0,273.09
4005,post,Digital Native,Midwest,treatment,926.59,31.0,551.26
4006,pre,Dormant Reactivation,Midwest,control,160.92000000000002,6.0,0.0
4006,post,Dormant Reactivation,Midwest,control,273.92999999999995,6.0,0.0
4007,pre,Digital Native,Southeast,treatment,1659.21,38.0,372.63
4007,post,Digital Native,Southeast,treatment,1274.02,32.0,384.73
4008,pre,Dormant Reactivation,Southwest,treatment,22.5,1.0,0.0
4008,post,Dormant Reactivation,Southwest,treatment,41.86,1.0,41.86
4009,pre,Mainstream,Southeast,treatment,891.6,20.0,189.18
4009,post,Mainstream,Southeast,treatment,746.52,19.0,62.01
4010,pre,Affluent Frequent,Southeast,treatment,2074.71,24.0,332.27
4010,post,Affluent Frequent,Southeast,treatment,2446.06,35.0,945.93
4011,pre,Budget Occasional,Midwest,control,361.68,14.0,56.43
4011,post,Budget Occasional,Midwest,control,331.76,11.0,108.64
4012,pre,Budget Occasional,Southwest,treatment,58.53999999999999,4.0,40.29
4012,post,Budget Occasional,Southwest,treatment,491.86,14.0,18.33
4013,pre,Budget Occasional,Northeast,control,298.71,8.0,31.4
4013,post,Budget Occasional,Northeast,control,224.54,7.0,41.86
4014,pre,Affluent Frequent,Midwest,treatment,3526.06,33.0,895.22
4014,post,Affluent Frequent,Midwest,treatment,4825.92,37.0,1654.08
4015,pre,Mainstream,Northeast,control,2095.28,32.0,204.13
4015,post,Mainstream,Northeast,control,2872.25,42.0,327.31
4016,pre,Mainstream,Northeast,control,1741.66,21.0,131.99
4016,post,Mainstream,Northeast,control,832.12,14.0,129.35
4017,pre,Digital Native,Midwest,control,516.33,10.0,97.6
4017,post,Digital Native,Midwest,control,418.45,12.0,150.16
4018,pre,Budget Occasional,Southwest,control,24.5,2.0,16.57
4018,post,Budget Occasional,Southwest,control,114.37,4.0,22.56
4019,pre,Digital Native,Northeast,treatment,2363.04,59.0,546.59
4019,post,Digital Native,Northeast,treatment,3341.01,72.0,950.21
4020,pre,Affluent Frequent,Midwest,treatment,1798.39,25.0,594.8399999999999
4020,post,Affluent Frequent,Midwest,treatment,2488.03,35.0,713.62
4021,pre,Budget Occasional,Midwest,treatment,519.36,11.0,74.73
4021,post,Budget Occasional,Midwest,treatment,387.46,9.0,13.43
4022,pre,Mainstream,Northeast,treatment,1248.3000000000002,20.0,186.5
4022,post,Mainstream,Northeast,treatment,422.7,9.0,48.67
4023,pre,Budget Occasional,Northeast,treatment,294.53000000000003,6.0,16.7
4023,post,Budget Occasional,Northeast,treatment,603.33,11.0,54.37
4024,pre,Affluent Frequent,Northeast,control,6988.97,74.0,1274.69
4024,post,Affluent Frequent,Northeast,control,7341.3,71.0,1547.35
4025,pre,Mainstream,Midwest,treatment,1720.84,29.0,125.41
4025,post,Mainstream,Midwest,treatment,1376.82,20.0,260.9
4026,pre,Budget Occasional,West,control,195.46,4.0,0.0
4026,post,Budget Occasional,West,control,80.72,1.0,0.0
4027,pre,Budget Occasional,West,control,928.91,23.0,32.81
4027,post,Budget Occasional,West,control,968.82,24.0,81.53
4028,pre,Budget Occasional,Southeast,treatment,96.15,5.0,0.0
4028,post,Budget Occasional,Southeast,treatment,450.97,12.0,41.75
4029,pre,Dormant Reactivation,Midwest,treatment,44.07,2.0,0.0
4029,post,Dormant Reactivation,Midwest,treatment,158.06,5.0,0.0
4030,pre,Affluent Frequent,Southeast,control,4569.17,44.0,855.1800000000001
4030,post,Affluent Frequent,Southeast,control,2958.48,40.0,983.0
4031,pre,Dormant Reactivation,Southeast,treatment,435.77,10.0,19.66
4031,post,Dormant Reactivation,Southeast,treatment,497.97,9.0,21.96
4032,pre,Mainstream,Northeast,treatment,1321.25,21.0,315.24
4032,post,Mainstream,Northeast,treatment,1711.44,30.0,364.07
4033,pre,Mainstream,Northeast,control,951.47,14.0,49.35
4033,post,Mainstream,Northeast,control,918.65,11.0,0.0
4034,pre,Budget Occasional,West,treatment,312.37,8.0,0.0
4034,post,Budget Occasional,West,treatment,207.08,3.0,0.0
4035,pre,Dormant Reactivation,Midwest,control,531.53,10.0,23.05
4035,post,Dormant Reactivation,Midwest,control,192.33,4.0,0.0
4036,pre,Affluent Frequent,Midwest,control,3175.29,37.0,431.98
4036,post,Affluent Frequent,Midwest,control,4617.26,41.0,739.02
4037,pre,Dormant Reactivation,Northeast,treatment,345.82,7.0,17.5
4037,post,Dormant Reactivation,Northeast,treatment,395.09,7.0,0.0
4038,pre,Affluent Frequent,West,treatment,1944.0,22.0,528.99
4038,post,Affluent Frequent,West,treatment,1816.46,17.0,539.45
4039,pre,Digital Native,West,treatment,2287.11,53.0,534.35
4039,post,Digital Native,West,treatment,3680.83,61.0,992.9
4040,pre,Budget Occasional,Midwest,treatment,501.47,15.0,87.94
4040,post,Budget Occasional,Midwest,treatment,432.11,15.0,57.58
4041,pre,Digital Native,West,treatment,1444.96,33.0,322.74
4041,post,Digital Native,West,treatment,2291.46,43.0,571.74
4042,pre,Mainstream,Northeast,treatment,730.38,8.0,81.45
4042,post,Mainstream,Northeast,treatment,1099.05,10.0,158.15
4043,pre,Budget Occasional,Southwest,control,42.28,3.0,22.25
4043,post,Budget Occasional,Southwest,control,151.57,4.0,5.29
4044,pre,Mainstream,West,treatment,1385.11,19.0,162.95999999999998
4044,post,Mainstream,West,treatment,1876.29,22.0,208.72
4045,pre,Digital Native,Southeast,treatment,1440.82,26.0,225.06
4045,post,Digital Native,Southeast,treatment,1100.36,28.0,292.03
4046,pre,Affluent Frequent,West,treatment,3818.4,40.0,1280.74
4046,post,Affluent Frequent,West,treatment,2948.57,39.0,1031.28
4047,pre,Mainstream,Northeast,treatment,2107.36,30.0,253.3
4047,post,Mainstream,Northeast,treatment,2261.86,29.0,108.67
4048,pre,Budget Occasional,Southeast,treatment,35.44,2.0,10.82
4048,post,Budget Occasional,Southeast,treatment,210.51,6.0,58.74
4049,pre,Budget Occasional,Midwest,control,161.87,5.0,13.28
4049,post,Budget Occasional,Midwest,control,263.46000000000004,11.0,15.73
4050,pre,Affluent Frequent,West,control,5679.7,57.0,1182.73
4050,post,Affluent Frequent,West,control,6738.13,51.0,1277.99
4051,pre,Dormant Reactivation,Southeast,treatment,158.91,3.0,0.0
4051,post,Dormant Reactivation,Southeast,treatment,130.41,4.0,16.56
4052,pre,Budget Occasional,Southeast,treatment,578.9399999999999,9.0,16.52
4052,post,Budget Occasional,Southeast,treatment,345.54999999999995,9.0,29.59
4053,pre,Mainstream,Northeast,treatment,702.64,11.0,47.93
4053,post,Mainstream,Northeast,treatment,784.53,11.0,76.0
4054,pre,Budget Occasional,West,control,118.12,4.0,41.150000000000006
4054,post,Budget Occasional,West,control,391.33,10.0,54.77
4055,pre,Affluent Frequent,West,control,7468.33,63.0,1199.06
4055,post,Affluent Frequent,West,control,7199.27,63.0,1362.78
4056,pre,Affluent Frequent,Midwest,treatment,3358.18,31.0,561.01
4056,post,Affluent Frequent,Midwest,treatment,3704.61,38.0,785.82
4057,pre,Budget Occasional,Northeast,treatment,265.37,10.0,0.0
4057,post,Budget Occasional,Northeast,treatment,177.64,6.0,79.87
4058,pre,Mainstream,West,treatment,996.71,13.0,136.48
4058,post,Mainstream,West,treatment,1533.7,19.0,134.1
4059,pre,Affluent Frequent,West,treatment,2731.42,28.0,435.24
4059,post,Affluent Frequent,West,treatment,2392.24,24.0,597.8199999999999
4060,pre,Budget Occasional,Southeast,control,92.26,3.0,0.0
4060,post,Budget Occasional,Southeast,control,374.14,8.0,0.0
4061,pre,Dormant Reactivation,Southwest,control,232.43,6.0,0.0
4061,post,Dormant Reactivation,Southwest,control,153.4,3.0,0.0
4062,pre,Digital Native,Northeast,treatment,1345.13,27.0,273.81
4062,post,Digital Native,Northeast,treatment,781.03,24.0,202.35
4063,pre,Affluent Frequent,West,treatment,2485.95,22.0,388.12
4063,post,Affluent Frequent,West,treatment,2202.59,28.0,513.55
4064,pre,Mainstream,Northeast,control,683.6800000000001,10.0,145.3
4064,post,Mainstream,Northeast,control,1374.85,15.0,127.85
4065,pre,Budget Occasional,Southeast,treatment,324.6,9.0,25.53
4065,post,Budget Occasional,Southeast,treatment,318.44,11.0,20.86
4066,pre,Digital Native,Midwest,control,1541.84,33.0,157.5
4066,post,Digital Native,Midwest,control,1440.22,36.0,376.4
4067,pre,Dormant Reactivation,Midwest,control,51.71,2.0,0.0
4067,post,Dormant Reactivation,Midwest,control,130.9,2.0,20.85
4068,pre,Dormant Reactivation,Midwest,control,122.07,2.0,0.0
4068,post,Dormant Reactivation,Midwest,control,185.12,6.0,19.97
4069,pre,Mainstream,Southwest,treatment,847.23,22.0,45.94
4069,post,Mainstream,Southwest,treatment,1268.09,18.0,41.97
4070,pre,Digital Native,Midwest,treatment,803.09,15.0,105.51
4070,post,Digital Native,Midwest,treatment,1237.32,25.0,287.09
4071,pre,Mainstream,Southeast,treatment,1138.38,11.0,72.21000000000001
4071,post,Mainstream,Southeast,treatment,476.4500000000001,9.0,37.41
4072,pre,Mainstream,West,treatment,1871.99,26.0,230.46
4072,post,Mainstream,West,treatment,3563.43,41.0,343.12
4073,pre,Affluent Frequent,Southwest,treatment,2024.99,33.0,435.22
4073,post,Affluent Frequent,Southwest,treatment,3952.07,46.0,821.22
4074,pre,Mainstream,West,control,2062.91,26.0,337.15
4074,post,Mainstream,West,control,2099.65,33.0,290.32
4075,pre,Budget Occasional,Midwest,treatment,780.48,22.0,124.31
4075,post,Budget Occasional,Midwest,treatment,419.56,13.0,32.73
4076,pre,Budget Occasional,Midwest,treatment,25.42,1.0,25.42
4076,post,Budget Occasional,Midwest,treatment,285.99,8.0,16.240000000000002
4077,pre,Digital Native,Northeast,control,832.36,16.0,91.31
4077,post,Digital Native,Northeast,control,1202.99,22.0,237.33
4078,pre,Digital Native,Northeast,treatment,1671.87,39.0,427.13
4078,post,Digital Native,Northeast,treatment,1866.9,39.0,754.31
4079,pre,Digital Native,Southeast,control,1692.77,41.0,451.75
4079,post,Digital Native,Southeast,control,1874.01,45.0,375.14
4080,pre,Digital Native,Northeast,control,2991.64,62.0,592.3
4080,post,Digital Native,Northeast,control,2935.84,67.0,778.77
4081,pre,Digital Native,Southwest,treatment,1374.1,34.0,208.36
4081,post,Digital Native,Southwest,treatment,1812.92,46.0,500.21
4082,pre,Mainstream,Southeast,treatment,360.11,9.0,0.0
4082,post,Mainstream,Southeast,treatment,217.94,5.0,0.0
4083,pre,Affluent Frequent,Southwest,control,7791.62,96.0,1755.71
4083,post,Affluent Frequent,Southwest,control,6165.88,70.0,1140.22
4084,pre,Budget Occasional,Southwest,treatment,157.27,9.0,78.54
4084,post,Budget Occasional,Southwest,treatment,418.27,15.0,75.55000000000001
4085,pre,Budget Occasional,Midwest,control,395.06,11.0,40.27
4085,post,Budget Occasional,Midwest,control,1002.34,28.0,15.56
4086,pre,Mainstream,Southwest,control,684.92,14.0,65.94
4086,post,Mainstream,Southwest,control,130.93,2.0,0.0
4087,pre,Digital Native,West,control,991.06,24.0,163.29
4087,post,Digital Native,West,control,921.13,20.0,310.06
4088,pre,Affluent Frequent,Midwest,control,2871.37,28.0,311.31
4088,post,Affluent Frequent,Midwest,control,3264.23,28.0,418.2
4089,pre,Mainstream,Northeast,treatment,3794.87,63.0,820.74
4089,post,Mainstream,Northeast,treatment,3363.75,59.0,542.62
4090,pre,Budget Occasional,Southeast,control,218.47,7.0,0.0
4090,post,Budget Occasional,Southeast,control,418.67,12.0,150.39
4091,pre,Mainstream,Southwest,control,2080.94,25.0,111.96
4091,post,Mainstream,Southwest,control,2327.6,38.0,297.28
4092,pre,Mainstream,Southwest,control,2035.08,41.0,307.63
4092,post,Mainstream,Southwest,control,2926.14,50.0,437.57
4093,pre,Affluent Frequent,Midwest,treatment,3014.6,30.0,484.39
4093,post,Affluent Frequent,Midwest,treatment,4178.24,49.0,1588.24
4094,pre,Digital Native,Midwest,treatment,1113.14,26.0,278.5
4094,post,Digital Native,Midwest,treatment,1382.88,32.0,342.53
4095,pre,Dormant Reactivation,West,control,297.41,5.0,0.0
4095,post,Dormant Reactivation,West,control,143.95,6.0,0.0
4096,pre,Mainstream,Northeast,treatment,805.14,12.0,123.23
4096,post,Mainstream,Northeast,treatment,972.1,19.0,121.99
4097,pre,Digital Native,Southwest,control,1868.14,53.0,504.26
4097,post,Digital Native,Southwest,control,1437.53,35.0,527.01
4098,pre,Budget Occasional,Midwest,treatment,486.69,13.0,72.76
4098,post,Budget Occasional,Midwest,treatment,382.13,12.0,35.2
4099,pre,Mainstream,Southeast,treatment,538.16,8.0,83.74000000000001
4099,post,Mainstream,Southeast,treatment,484.84,11.0,116.23
4100,pre,Affluent Frequent,West,treatment,1157.21,12.0,310.92
4100,post,Affluent Frequent,West,treatment,2155.35,25.0,394.96
4101,pre,Digital Native,Southeast,treatment,1651.41,48.0,471.57
4101,post,Digital Native,Southeast,treatment,1818.06,50.0,579.49
4102,pre,Dormant Reactivation,West,treatment,103.01,2.0,0.0
4102,post,Dormant Reactivation,West,treatment,43.04,1.0,0.0
4103,pre,Digital Native,Midwest,treatment,450.62,11.0,103.01
4103,post,Digital Native,Midwest,treatment,478.44,14.0,133.58
4104,pre,Dormant Reactivation,West,control,718.19,10.0,112.63
4104,post,Dormant Reactivation,West,control,646.0699999999999,15.0,56.14
4105,pre,Mainstream,Midwest,control,2411.58,29.0,309.39
4105,post,Mainstream,Midwest,control,1737.42,26.0,467.57
4106,pre,Mainstream,West,control,4171.28,66.0,434.31
4106,post,Mainstream,West,control,5705.25,80.0,559.48
4107,pre,Mainstream,Southwest,control,511.35,10.0,0.0
4107,post,Mainstream,Southwest,control,543.47,12.0,216.56
4108,pre,Mainstream,Northeast,treatment,1333.03,28.0,190.11
4108,post,Mainstream,Northeast,treatment,1218.42,20.0,227.52
4109,pre,Digital Native,West,treatment,1013.71,17.0,225.28
4109,post,Digital Native,West,treatment,752.0,20.0,374.53
4110,pre,Dormant Reactivation,Northeast,control,204.96,6.0,23.29
4110,post,Dormant Reactivation,Northeast,control,216.42,6.0,51.47
4111,pre,Mainstream,West,control,2729.23,41.0,465.35
4111,post,Mainstream,West,control,4089.38,50.0,288.11
4112,pre,Digital Native,Northeast,treatment,736.17,19.0,212.97
4112,post,Digital Native,Northeast,treatment,854.14,19.0,190.31
4113,pre,Digital Native,Southeast,control,2049.67,56.0,436.3
4113,post,Digital Native,Southeast,control,1782.12,49.0,466.03
4114,pre,Budget Occasional,Northeast,control,538.27,10.0,10.33
4114,post,Budget Occasional,Northeast,control,468.24,17.0,44.73
4115,pre,Mainstream,Northeast,treatment,2584.11,41.0,442.28
4115,post,Mainstream,Northeast,treatment,1842.83,31.0,392.63
4116,pre,Mainstream,Southeast,treatment,3592.66,67.0,440.59
4116,post,Mainstream,Southeast,treatment,2488.52,44.0,235.58
4117,pre,Mainstream,West,control,1259.28,18.0,163.43
4117,post,Mainstream,West,control,1289.86,26.0,485.32
4118,pre,Budget Occasional,Southeast,control,517.68,17.0,0.0
4118,post,Budget Occasional,Southeast,control,604.36,16.0,71.45
4119,pre,Digital Native,Southeast,treatment,904.19,22.0,212.05
4119,post,Digital Native,Southeast,treatment,459.05,14.0,56.67
4120,pre,Affluent Frequent,Northeast,control,2443.15,33.0,765.42
4120,post,Affluent Frequent,Northeast,control,3985.23,40.0,514.36
4121,pre,Dormant Reactivation,Southwest,control,300.3,11.0,84.86
4121,post,Dormant Reactivation,Southwest,control,466.66,14.0,74.53999999999999
4122,pre,Budget Occasional,Northeast,treatment,243.29,10.0,43.9
4122,post,Budget Occasional,Northeast,treatment,386.96,10.0,64.00999999999999
4123,pre,Affluent Frequent,West,control,2400.56,33.0,758.1600000000001
4123,post,Affluent Frequent,West,control,3934.46,43.0,1065.63
4124,pre,Mainstream,Southwest,control,586.27,11.0,172.13
4124,post,Mainstream,Southwest,control,695.09,10.0,0.0
4125,pre,Digital Native,West,control,838.08,20.0,222.44
