customer_id,segment,region,group,tenure_months,activity_index
5864,Mainstream,West,control,17,0.8361
5865,Mainstream,Southwest,treatment,58,0.7782
5866,Affluent Frequent,Southeast,control,17,0.2286
5867,Mainstream,Southwest,treatment,81,0.7963
5868,Mainstream,Midwest,control,63,0.69
5869,Mainstream,West,control,93,0.7569
5870,Digital Native,Southeast,treatment,10,0.696
5871,Mainstream,Southwest,control,66,1.5677
5872,Budget Occasional,Midwest,control,58,1.6082
5873,Affluent Frequent,Midwest,control,50,1.3504
5874,Dormant Reactivation,West,treatment,3,1.0673
5875,Digital Native,Midwest,control,100,0.1661
5876,Mainstream,Midwest,treatment,112,0.3755
5877,Dormant Reactivation,Southeast,control,110,0.6394
5878,Budget Occasional,Northeast,treatment,59,0.7369
5879,Digital Native,Midwest,control,61,0.7289
5880,Budget Occasional,Southwest,control,94,0.9982
5881,Budget Occasional,Northeast,control,69,0.3714
5882,Budget Occasional,Southeast,control,34,0.322
5883,Dormant Reactivation,Southeast,treatment,109,1.1907
5884,Affluent Frequent,Southeast,control,54,1.4644
5885,Budget Occasional,Northeast,treatment,49,0.8437
5886,Budget Occasional,West,control,34,1.6265
5887,Dormant Reactivation,Northeast,control,39,1.0514
5888,Affluent Frequent,Midwest,treatment,13,0.4897
5889,Budget Occasional,Northeast,control,54,0.3158
5890,Digital Native,Southeast,treatment,110,1.1259
5891,Mainstream,Midwest,treatment,76,2.0659
5892,Budget Occasional,Northeast,control,67,1.3334
5893,Digital Native,Midwest,control,64,1.0795
5894,Mainstream,Southeast,control,5,0.9584
5895,Dormant Reactivation,Northeast,treatment,54,1.0247
5896,Affluent Frequent,Southeast,treatment,96,2.4402
5897,Mainstream,Northeast,treatment,40,1.0865
5898,Mainstream,Midwest,control,88,0.1354
5899,Mainstream,Southeast,treatment,28,1.0005
5900,Digital Native,Southeast,control,107,0.8589
5901,Mainstream,Midwest,control,59,0.8772
5902,Mainstream,Northeast,control,38,0.8871
5903,Mainstream,Southwest,treatment,105,0.6321
5904,Affluent Frequent,Midwest,treatment,89,1.3577
5905,Mainstream,Northeast,treatment,33,0.8325
5906,Mainstream,Southwest,control,69,0.6535
5907,Mainstream,Midwest,treatment,24,1.0751
5908,Mainstream,Southwest,control,102,0.6974
5909,Mainstream,Northeast,treatment,39,0.9437
5910,Mainstream,Northeast,treatment,106,0.9634
5911,Budget Occasional,West,treatment,102,0.4008
5912,Budget Occasional,Northeast,treatment,55,2.3391
5913,Dormant Reactivation,Midwest,treatment,84,0.8202
5914,Mainstream,Midwest,treatment,21,0.8699
5915,Affluent Frequent,Midwest,control,21,0.7497
5916,Digital Native,Northeast,treatment,93,0.9268
5917,Mainstream,West,treatment,74,0.8045
5918,Affluent Frequent,Northeast,treatment,57,0.5926
5919,Affluent Frequent,Southeast,control,57,0.8199
5920,Mainstream,Southeast,control,70,0.5445
5921,Affluent Frequent,West,treatment,80,0.9228
5922,Affluent Frequent,Northeast,control,88,2.1134
5923,Budget Occasional,Southeast,control,105,0.9525
5924,Dormant Reactivation,West,treatment,98,0.6528
5925,Affluent Frequent,Midwest,treatment,49,0.8246
5926,Budget Occasional,West,treatment,64,0.9745
5927,Affluent Frequent,Southwest,control,115,1.2653
5928,Digital Native,Midwest,treatment,51,1.8148
5929,Budget Occasional,Midwest,control,74,1.497
5930,Budget Occasional,Northeast,treatment,112,1.4154
5931,Budget Occasional,Midwest,control,117,0.8142
5932,Mainstream,Midwest,control,4,0.4207
5933,Mainstream,Southwest,control,69,0.3428
5934,Affluent Frequent,West,treatment,26,0.58
5935,Budget Occasional,Southeast,control,79,0.6987
5936,Mainstream,Midwest,control,72,1.6386
5937,Budget Occasional,Northeast,treatment,114,1.5507
5938,Affluent Frequent,Midwest,treatment,92,0.5559
5939,Mainstream,Southwest,control,56,1.49
5940,Mainstream,Midwest,control,56,0.2154
5941,Budget Occasional,Northeast,control,86,1.1881
5942,Mainstream,West,treatment,8,1.4686
5943,Budget Occasional,Southeast,treatment,25,1.1164
5944,Budget Occasional,Southwest,treatment,92,0.4502
5945,Dormant Reactivation,Midwest,treatment,5,0.8704
5946,Budget Occasional,Southeast,control,79,0.9847
5947,Digital Native,West,control,93,1.0569
5948,Mainstream,Southwest,treatment,6,0.5765
5949,Budget Occasional,Midwest,treatment,61,0.9571
5950,Mainstream,Southeast,treatment,12,1.026
5951,Mainstream,West,control,117,0.784
5952,Digital Native,Northeast,treatment,103,0.5686
5953,Affluent Frequent,West,control,61,0.6373
5954,Mainstream,Midwest,control,13,0.965
5955,Affluent Frequent,Northeast,control,65,1.9117
5956,Mainstream,Midwest,treatment,108,0.3016
5957,Mainstream,Northeast,treatment,50,0.51
5958,Budget Occasional,Midwest,treatment,34,0.3772
5959,Dormant Reactivation,Midwest,treatment,5,1.2036
5960,Budget Occasional,West,treatment,119,0.7337
5961,Affluent Frequent,Southeast,control,76,0.6883
5962,Mainstream,West,treatment,46,2.5535
5963,Dormant Reactivation,Southeast,control,91,0.8745
5964,Mainstream,Midwest,treatment,65,0.7945
5965,Affluent Frequent,West,control,83,0.9053
5966,Budget Occasional,Southwest,treatment,78,0.8072
5967,Affluent Frequent,West,control,78,0.3553
5968,Budget Occasional,Northeast,treatment,72,1.1662
5969,Affluent Frequent,Northeast,treatment,27,1.0637
5970,Digital Native,Southeast,control,37,1.0191
5971,Budget Occasional,West,treatment,50,1.3772
5972,Mainstream,Southeast,control,20,1.004
5973,Mainstream,Northeast,treatment,108,1.5797
5974,Dormant Reactivation,Midwest,treatment,3,0.7736
5975,Budget Occasional,Northeast,control,61,0.5939
5976,Mainstream,Northeast,treatment,11,1.3515
5977,Mainstream,Northeast,treatment,87,2.0672
5978,Mainstream,Southwest,treatment,61,1.3022
5979,Mainstream,West,control,21,2.1354
5980,Dormant Reactivation,West,treatment,28,0.5735
5981,Digital Native,Southwest,control,82,1.6047
5982,Budget Occasional,Midwest,control,70,0.8719
5983,Budget Occasional,West,treatment,44,1.4306
5984,Digital Native,Northeast,treatment,43,1.2598
5985,Affluent Frequent,West,treatment,8,0.6466
5986,Affluent Frequent,West,control,54,2.0652
5987,Mainstream,Midwest,control,61,0.8427
5988,Mainstream,Midwest,treatment,42,1.281
5989,Budget Occasional,Southeast,control,33,1.2293
5990,Budget Occasional,Southwest,treatment,81,1.723
5991,Digital Native,West,control,105,1.2827
5992,Mainstream,Southwest,control,89,0.5005
5993,Budget Occasional,West,treatment,70,1.3659
5994,Mainstream,Southeast,control,9,1.6085
5995,Budget Occasional,West,treatment,82,0.6355
5996,Budget Occasional,Northeast,treatment,102,1.5625
5997,Mainstream,Midwest,control,8,1.1353
5998,Budget Occasional,West,control,103,0.7764
5999,Budget Occasional,Midwest,control,91,0.9381
6000,Mainstream,West,treatment,86,0.7818
6001,Budget Occasional,Northeast,treatment,48,2.1449
6002,Budget Occasional,West,treatment,115,1.1126
6003,Mainstream,Northeast,control,112,1.0407
6004,Mainstream,Northeast,treatment,64,1.3391
6005,Digital Native,Southwest,treatment,25,1.1437
6006,Mainstream,West,treatment,74,1.8326
6007,Digital Native,Midwest,control,49,0.4284
6008,Mainstream,West,treatment,92,1.4724
6009,Dormant Reactivation,Midwest,control,60,0.9259
6010,Budget Occasional,Northeast,treatment,69,0.9283
6011,Mainstream,West,control,41,0.855
6012,Budget Occasional,West,control,10,0.3688
6013,Affluent Frequent,Southwest,control,25,0.7809
6014,Mainstream,Southeast,control,28,1.7173
6015,Digital Native,Midwest,treatment,51,0.8311
6016,Digital Native,West,control,118,0.9084
6017,Affluent Frequent,Northeast,treatment,18,0.6966
6018,Affluent Frequent,Southeast,control,68,0.6018
6019,Affluent Frequent,Northeast,treatment,67,0.8552
6020,Dormant Reactivation,Southeast,treatment,33,1.5331
6021,Affluent Frequent,Southeast,treatment,85,0.4921
6022,Digital Native,West,treatment,97,0.3339
6023,Mainstream,Southeast,treatment,57,2.1693
6024,Mainstream,Southeast,control,119,0.4137
6025,Budget Occasional,Southeast,treatment,5,1.4422
6026,Affluent Frequent,Northeast,control,70,1.0981
6027,Mainstream,West,control,6,1.0613
6028,Affluent Frequent,Northeast,treatment,103,1.2409
6029,Budget Occasional,West,control,109,2.6257
6030,Affluent Frequent,Midwest,control,5,0.3655
6031,Mainstream,Midwest,control,73,0.9118
6032,Affluent Frequent,Northeast,control,31,1.1668
6033,Affluent Frequent,Northeast,control,19,1.0476
6034,Mainstream,Southeast,control,92,0.6948
6035,Affluent Frequent,Southeast,control,109,1.4301
6036,Affluent Frequent,Midwest,control,8,0.6314
6037,Dormant Reactivation,Southeast,control,116,0.7387
6038,Affluent Frequent,West,treatment,8,0.9677
6039,Mainstream,Southeast,control,109,0.7847
6040,Mainstream,Southwest,control,119,1.147
6041,Affluent Frequent,Southeast,treatment,108,1.1454
6042,Mainstream,Midwest,control,117,0.5981
6043,Budget Occasional,Northeast,control,66,0.5896
6044,Mainstream,West,control,80,0.3231
6045,Affluent Frequent,Southwest,control,78,0.6343
6046,Digital Native,Southeast,control,89,0.0769
6047,Mainstream,Northeast,control,59,1.0181
6048,Budget Occasional,Midwest,treatment,24,1.2488
6049,Affluent Frequent,Midwest,control,92,0.7906
6050,Affluent Frequent,Northeast,control,11,0.3577
6051,Digital Native,West,treatment,107,1.4531
6052,Mainstream,Northeast,control,34,0.8734
6053,Mainstream,West,control,75,1.2991
6054,Mainstream,Southwest,treatment,66,1.7029
6055,Mainstream,Midwest,control,13,1.3845
6056,Dormant Reactivation,West,treatment,108,0.3399
6057,Digital Native,West,treatment,56,0.8673
6058,Mainstream,West,control,89,0.6607
6059,Mainstream,West,treatment,36,0.6951
6060,Dormant Reactivation,Northeast,treatment,34,0.4805
6061,Mainstream,Northeast,control,92,1.6804
6062,Mainstream,Southwest,treatment,7,0.3382
6063,Affluent Frequent,Southeast,treatment,70,0.7887
6064,Mainstream,West,treatment,103,0.6103
6065,Dormant Reactivation,Northeast,control,64,0.928
6066,Budget Occasional,West,treatment,56,1.1463
6067,Mainstream,West,treatment,79,0.5616
6068,Mainstream,Southwest,control,65,1.287
6069,Affluent Frequent,West,treatment,59,0.9181
6070,Affluent Frequent,Southwest,control,108,0.9427
6071,Mainstream,West,treatment,86,0.6449
6072,Affluent Frequent,West,treatment,22,0.6316
6073,Affluent Frequent,Southeast,treatment,62,1.1824
6074,Mainstream,Midwest,control,115,0.6354
6075,Budget Occasional,Midwest,control,12,1.1496
6076,Dormant Reactivation,Northeast,control,30,0.8303
6077,Digital Native,West,control,100,0.8284
6078,Mainstream,Midwest,control,18,1.6585
6079,Dormant Reactivation,Southeast,control,62,1.3378
6080,Mainstream,Midwest,treatment,103,1.2515
6081,Mainstream,West,treatment,62,0.7616
6082,Dormant Reactivation,Southwest,treatment,56,0.59
6083,Mainstream,Southeast,treatment,63,1.3215
6084,Budget Occasional,Southwest,treatment,78,0.8531
6085,Dormant Reactivation,Southeast,control,9,1.2193
6086,Budget Occasional,Midwest,treatment,46,1.5442
6087,Budget Occasional,Midwest,control,7,0.7633
6088,Digital Native,Northeast,control,63,1.0649
6089,Dormant Reactivation,Southwest,control,32,1.7188
6090,Affluent Frequent,Southwest,treatment,104,0.3825
6091,Mainstream,Southeast,treatment,100,1.3904
6092,Digital Native,West,treatment,105,1.0881
6093,Mainstream,Midwest,control,19,0.7454
6094,Dormant Reactivation,Midwest,control,94,0.7102
6095,Affluent Frequent,Southeast,control,10,0.281
6096,Digital Native,Midwest,control,29,0.7806
6097,Budget Occasional,Southeast,treatment,83,0.6627
6098,Budget Occasional,Northeast,treatment,29,0.5137
6099,Budget Occasional,West,control,69,0.8313
6100,Affluent Frequent,Southwest,control,35,0.6749
6101,Mainstream,Midwest,control,109,0.56
6102,Digital Native,Northeast,control,85,0.8884
6103,Mainstream,Northeast,control,5,1.2895
6104,Mainstream,West,control,46,0.8512
6105,Mainstream,Southwest,control,111,0.1075
6106,Budget Occasional,Southwest,control,31,1.4874
6107,Mainstream,Northeast,control,57,0.9902
6108,Affluent Frequent,Northeast,control,108,0.4758
6109,Dormant Reactivation,Southwest,control,45,1.321
6110,Affluent Frequent,Southeast,treatment,115,1.2984
6111,Mainstream,Southeast,treatment,93,1.7599
6112,Mainstream,Southwest,control,78,0.945
6113,Affluent Frequent,Midwest,treatment,10,0.6824
6114,Mainstream,Southeast,control,38,0.8451
6115,Budget Occasional,West,control,37,0.3907
6116,Dormant Reactivation,Northeast,control,80,0.8915
6117,Budget Occasional,Southeast,treatment,74,1.4415
6118,Affluent Frequent,West,treatment,79,0.5604
6119,Dormant Reactivation,West,treatment,16,0.6931
6120,Dormant Reactivation,Northeast,control,35,1.3326
6121,Affluent Frequent,West,treatment,97,0.5658
6122,Affluent Frequent,West,control,89,0.6491
6123,Affluent Frequent,West,control,119,0.7016
6124,Mainstream,West,treatment,53,0.5119
6125,Mainstream,Northeast,treatment,14,1.0875
6126,Mainstream,West,treatment,110,1.0712
6127,Mainstream,Northeast,treatment,78,1.2177
6128,Affluent Frequent,Southwest,treatment,59,0.7095
6129,Budget Occasional,Southwest,treatment,22,0.7668
6130,Mainstream,West,control,28,1.1034
6131,Budget Occasional,West,control,106,0.2642
6132,Mainstream,Southeast,control,76,1.1584
6133,Mainstream,Southeast,control,26,1.2149
6134,Mainstream,Southwest,treatment,76,0.8875
6135,Budget Occasional,West,control,120,0.5751
6136,Affluent Frequent,Northeast,control,10,1.1195
6137,Budget Occasional,West,control,3,0.5628
6138,Dormant Reactivation,Southwest,treatment,90,1.5714
6139,Mainstream,Midwest,control,86,1.0164
6140,Budget Occasional,Southwest,control,3,0.2437
6141,Affluent Frequent,Northeast,control,16,0.5584
6142,Mainstream,Northeast,control,91,1.2168
6143,Dormant Reactivation,Southwest,control,86,0.9767
6144,Budget Occasional,Southwest,treatment,49,1.0287
6145,Mainstream,Midwest,control,115,1.7886
6146,Budget Occasional,West,treatment,69,0.9387
6147,Dormant Reactivation,Southeast,control,104,0.664
6148,Budget Occasional,Southwest,control,46,1.5743
6149,Mainstream,West,treatment,96,0.4143
6150,Mainstream,West,treatment,81,1.5721
6151,Affluent Frequent,Southeast,treatment,89,0.3775
6152,Budget Occasional,Southwest,control,93,0.3523
6153,Budget Occasional,West,treatment,55,1.4099
6154,Dormant Reactivation,Southwest,control,7,1.1752
6155,Budget Occasional,Southeast,treatment,30,0.7777
6156,Dormant Reactivation,West,control,20,0.9626
6157,Affluent Frequent,Southwest,control,18,0.4405
6158,Digital Native,Southeast,control,113,0.844
6159,Affluent Frequent,Southeast,control,28,1.0013
6160,Affluent Frequent,Midwest,treatment,98,1.8281
6161,Affluent Frequent,Southeast,control,87,1.1208
6162,Affluent Frequent,Southeast,control,119,1.4923
6163,Budget Occasional,Midwest,control,101,2.0762
6164,Affluent Frequent,West,control,35,0.4917
6165,Dormant Reactivation,Southeast,treatment,17,0.3575
6166,Mainstream,Northeast,treatment,24,1.1165
6167,Budget Occasional,Midwest,control,21,2.0232
6168,Digital Native,West,control,41,1.259
6169,Digital Native,Southeast,control,55,1.1292
6170,Dormant Reactivation,West,control,74,1.6001
6171,Dormant Reactivation,Midwest,control,15,1.2656
6172,Mainstream,Northeast,control,15,0.8836
6173,Budget Occasional,Southeast,treatment,23,0.4486
6174,Affluent Frequent,Southeast,control,15,0.5483
6175,Dormant Reactivation,Northeast,control,38,0.8935
6176,Dormant Reactivation,Midwest,treatment,115,1.8622
6177,Dormant Reactivation,Northeast,treatment,82,1.247
6178,Mainstream,Southeast,treatment,25,0.4124
6179,Budget Occasional,Northeast,control,71,0.9704
6180,Digital Native,West,treatment,114,1.0947
6181,Mainstream,Southeast,control,99,0.7894
6182,Digital Native,Southeast,treatment,42,1.4472
6183,Dormant Reactivation,Southeast,treatment,36,0.2513
6184,Budget Occasional,Southeast,control,37,0.9076
6185,Digital Native,Southwest,treatment,53,0.6639
6186,Mainstream,Southeast,control,34,0.9034
6187,Budget Occasional,Midwest,treatment,3,2.6491
6188,Dormant Reactivation,West,treatment,79,1.498
6189,Affluent Frequent,Midwest,control,3,0.6822
6190,Budget Occasional,Southeast,control,111,1.0765
6191,Digital Native,West,treatment,63,0.8504
6192,Dormant Reactivation,Northeast,treatment,37,0.9384
6193,Mainstream,West,control,69,0.5676
6194,Digital Native,Northeast,control,19,0.5866
6195,Budget Occasional,Southeast,treatment,83,1.0817
6196,Affluent Frequent,Southeast,treatment,16,1.209
6197,Mainstream,West,treatment,58,1.6604
6198,Mainstream,Southeast,control,109,0.4882
6199,Budget Occasional,West,control,76,1.3843
6200,Mainstream,Southwest,control,47,0.2394
6201,Mainstream,Northeast,treatment,100,1.7408
6202,Affluent Frequent,Midwest,control,54,0.3744
6203,Budget Occasional,Midwest,control,89,1.6382
6204,Mainstream,Midwest,control,74,0.648
6205,Budget Occasional,Northeast,control,22,1.9726
6206,Affluent Frequent,Northeast,treatment,4,0.8368
6207,Digital Native,Southwest,control,50,0.7125
6208,Mainstream,Southeast,control,98,1.3746
6209,Mainstream,West,treatment,49,2.749
6210,Mainstream,Midwest,control,80,0.638
6211,Mainstream,West,treatment,86,0.722
6212,Mainstream,West,treatment,70,1.4462
6213,Mainstream,Southwest,control,88,0.8045
6214,Digital Native,Southwest,treatment,94,0.4474
6215,Digital Native,Southeast,treatment,24,2.0278
6216,Budget Occasional,West,control,94,1.0205
6217,Mainstream,Northeast,treatment,60,0.8073
6218,Budget Occasional,Southeast,treatment,10,1.5416
6219,Budget Occasional,Northeast,treatment,5,0.8204
6220,Digital Native,Midwest,control,97,0.801
6221,Digital Native,West,control,79,0.5332
6222,Budget Occasional,Southeast,control,43,0.5165
6223,Digital Native,West,treatment,73,0.8344
6224,Mainstream,Southwest,control,10,1.1885
6225,Budget Occasional,Northeast,treatment,77,0.6488
6226,Dormant Reactivation,Midwest,control,62,0.4208
6227,Affluent Frequent,Southeast,treatment,34,1.3973
6228,Budget Occasional,Northeast,treatment,4,1.3643
6229,Budget Occasional,Northeast,treatment,19,2.3413
6230,Mainstream,Southwest,treatment,12,0.4696
6231,Affluent Frequent,West,control,35,1.491
6232,Budget Occasional,West,control,87,1.2209
6233,Mainstream,Southwest,treatment,47,0.9232
6234,Digital Native,Midwest,control,67,0.6336
6235,Digital Native,Southeast,treatment,77,0.6966
6236,Budget Occasional,Northeast,control,33,1.6092
6237,Digital Native,Southwest,treatment,33,0.2871
6238,Dormant Reactivation,Midwest,treatment,3,1.0137
6239,Dormant Reactivation,Southeast,treatment,4,0.3822
6240,Budget Occasional,Southeast,control,7,2.3998
6241,Mainstream,Northeast,treatment,105,0.7291
6242,Affluent Frequent,Southeast,control,120,0.7868
6243,Mainstream,Northeast,treatment,22,1.0653
6244,Affluent Frequent,Midwest,treatment,26,0.6804
6245,Affluent Frequent,Southeast,control,105,0.406
6246,Digital Native,Northeast,treatment,110,0.9178
6247,Digital Native,Midwest,treatment,92,1.0086
6248,Mainstream,Midwest,treatment,11,0.8865
6249,Mainstream,Northeast,treatment,73,0.3591
6250,Mainstream,Southwest,treatment,98,1.1438
6251,Digital Native,West,treatment,92,0.3549
6252,Mainstream,Northeast,treatment,32,0.7112
6253,Budget Occasional,West,control,45,0.4526
6254,Affluent Frequent,Northeast,treatment,89,1.4608
6255,Mainstream,West,treatment,86,1.3
6256,Mainstream,Midwest,control,53,1.5383
6257,Affluent Frequent,West,treatment,111,1.2694
6258,Affluent Frequent,Midwest,control,87,0.7275
6259,Budget Occasional,Northeast,control,70,0.5631
6260,Budget Occasional,Southeast,treatment,39,0.5446
6261,Digital Native,Southeast,treatment,80,0.1765
6262,Digital Native,Southeast,treatment,69,0.5706
6263,Affluent Frequent,West,control,93,1.6663
6264,Dormant Reactivation,Midwest,treatment,53,0.6646
6265,Budget Occasional,Southeast,control,66,1.0144
6266,Budget Occasional,West,treatment,109,1.228
6267,Dormant Reactivation,West,treatment,84,1.4481
6268,Mainstream,Northeast,treatment,59,1.6366
6269,Budget Occasional,West,control,86,1.3532
6270,Digital Native,Northeast,treatment,72,1.3746
6271,Dormant Reactivation,Midwest,treatment,69,1.3694
6272,Affluent Frequent,Southeast,treatment,108,1.0585
6273,Affluent Frequent,Northeast,control,89,1.5465
6274,Digital Native,Southeast,control,99,1.258
6275,Affluent Frequent,West,control,57,1.0704
6276,Budget Occasional,Midwest,control,24,0.2957
6277,Affluent Frequent,Northeast,treatment,62,0.5024
6278,Budget Occasional,Northeast,control,17,1.0887
6279,Digital Native,West,control,15,0.3079
6280,Mainstream,Southeast,control,29,1.5554
6281,Affluent Frequent,West,control,54,0.6381
6282,Mainstream,Midwest,control,74,0.9239
6283,Digital Native,West,control,79,1.3426
6284,Mainstream,West,control,108,0.5867
6285,Affluent Frequent,Southeast,control,83,1.4033
6286,Digital Native,Southwest,control,26,0.7773
6287,Budget Occasional,Southeast,control,27,0.7807
6288,Digital Native,West,control,17,2.0908
6289,Budget Occasional,Northeast,treatment,72,0.8589
6290,Budget Occasional,Southeast,control,117,2.4954
6291,Mainstream,Northeast,treatment,100,0.7657
6292,Mainstream,West,treatment,27,1.2333
6293,Mainstream,West,treatment,100,1.0336
6294,Budget Occasional,West,treatment,7,0.5954
6295,Budget Occasional,Midwest,control,92,0.2296
6296,Dormant Reactivation,Southeast,control,103,0.7314
6297,Budget Occasional,Northeast,treatment,40,0.7911
6298,Digital Native,Northeast,control,15,0.6464
6299,Digital Native,West,control,84,0.9426
6300,Mainstream,Southwest,control,9,1.6905
6301,Digital Native,West,control,9,0.2571
6302,Affluent Frequent,West,treatment,91,0.5101
6303,Mainstream,Southwest,control,28,0.3357
6304,Budget Occasional,Southeast,control,18,0.521
6305,Budget Occasional,West,control,56,0.6355
6306,Mainstream,Northeast,control,6,0.7681
6307,Affluent Frequent,Southeast,treatment,34,2.3644
6308,Mainstream,Southeast,control,107,0.9727
6309,Mainstream,Southeast,control,46,0.2725
6310,Mainstream,Midwest,treatment,80,0.3996
6311,Budget Occasional,Northeast,treatment,119,0.8659
6312,Affluent Frequent,Southeast,treatment,115,0.55
6313,Affluent Frequent,Northeast,treatment,94,0.8223
6314,Budget Occasional,Midwest,treatment,77,1.2872
6315,Affluent Frequent,West,treatment,81,0.7735
6316,Affluent Frequent,Northeast,treatment,26,1.1103
6317,Budget Occasional,Southeast,treatment,88,0.7959
6318,Budget Occasional,West,control,86,0.838
6319,Budget Occasional,Southeast,control,54,1.1951
6320,Budget Occasional,Southeast,control,3,1.6436
6321,Affluent Frequent,Midwest,control,108,0.7216
6322,Mainstream,West,control,66,0.9926
6323,Digital Native,Southwest,treatment,70,0.3925
6324,Affluent Frequent,Southwest,control,118,1.0468
6325,Digital Native,Northeast,control,44,1.9216
6326,Affluent Frequent,West,control,4,1.3198
6327,Digital Native,Northeast,control,107,0.804
6328,Budget Occasional,Southeast,control,97,1.0366
6329,Affluent Frequent,Northeast,control,87,0.1825
6330,Budget Occasional,Southwest,treatment,71,1.7897
6331,Budget Occasional,West,treatment,71,0.9484
6332,Budget Occasional,Midwest,control,39,0.1643
6333,Budget Occasional,West,treatment,51,0.5242
6334,Dormant Reactivation,Midwest,control,77,1.364
6335,Budget Occasional,Southeast,control,22,1.1905
6336,Mainstream,Northeast,control,32,0.764
6337,Mainstream,Midwest,control,118,0.6539
6338,Mainstream,Southeast,treatment,17,0.7375
6339,Dormant Reactivation,Southeast,control,92,0.6776
6340,Affluent Frequent,Southeast,control,11,0.674
6341,Digital Native,Southwest,treatment,55,1.1201
6342,Budget Occasional,Midwest,treatment,120,0.658
6343,Digital Native,Southwest,treatment,106,0.6866
6344,Dormant Reactivation,Southeast,control,16,1.4633
6345,Digital Native,Midwest,treatment,64,1.2214
6346,Budget Occasional,Northeast,control,63,0.8175
6347,Mainstream,Northeast,control,50,1.4496
6348,Budget Occasional,Southwest,treatment,50,0.5418
6349,Budget Occasional,Northeast,control,8,0.5372
6350,Affluent Frequent,Northeast,control,33,1.7983
6351,Digital Native,Southwest,treatment,41,1.1124
6352,Budget Occasional,Northeast,control,49,0.4274
6353,Mainstream,Southeast,treatment,83,0.7255
6354,Budget Occasional,Southeast,treatment,5,1.2761
6355,Digital Native,Midwest,treatment,79,0.8267
6356,Budget Occasional,Southeast,treatment,98,1.1145
6357,Dormant Reactivation,Midwest,treatment,7,1.3705
6358,Affluent Frequent,Midwest,control,88,0.6743
6359,Dormant Reactivation,Southwest,treatment,90,1.1253
6360,Budget Occasional,West,control,96,0.8463
6361,Mainstream,Southeast,control,23,0.5509
6362,Dormant Reactivation,Southeast,control,83,0.9908
6363,Affluent Frequent,Southeast,treatment,26,1.7037
6364,Budget Occasional,Southeast,control,115,0.9183
6365,Budget Occasional,Northeast,control,93,0.5767
6366,Affluent Frequent,Midwest,treatment,68,0.416
6367,Affluent Frequent,West,treatment,61,0.4292
6368,Dormant Reactivation,West,treatment,59,1.1845
6369,Mainstream,Midwest,treatment,102,1.2581
6370,Budget Occasional,Southeast,control,105,1.3029
6371,Mainstream,West,control,71,1.0027
6372,Dormant Reactivation,West,treatment,15,0.4215
6373,Mainstream,Midwest,treatment,20,2.2252
6374,Dormant Reactivation,West,control,4,0.3328
6375,Dormant Reactivation,Midwest,treatment,95,0.6549
6376,Digital Native,Northeast,treatment,34,0.9928
6377,Dormant Reactivation,Southeast,treatment,52,0.516
6378,Budget Occasional,Northeast,treatment,29,0.9604
6379,Budget Occasional,Southeast,treatment,112,0.9145
6380,Budget Occasional,West,control,46,1.034
6381,Budget Occasional,Southwest,treatment,44,0.7934
6382,Budget Occasional,West,treatment,104,1.6988
6383,Budget Occasional,Midwest,treatment,53,1.2387
6384,Mainstream,Southwest,control,114,0.596
6385,Affluent Frequent,Southeast,treatment,92,1.606
6386,Affluent Frequent,Southeast,treatment,74,0.5459
6387,Dormant Reactivation,Northeast,control,117,1.7346
6388,Mainstream,Northeast,control,77,1.2587
6389,Digital Native,West,treatment,40,0.3871
6390,Mainstream,West,control,49,1.2104
6391,Budget Occasional,Southeast,control,28,0.4323
6392,Mainstream,West,control,8,0.8953
6393,Dormant Reactivation,Southeast,treatment,5,0.3928
6394,Mainstream,Northeast,control,29,0.8419
6395,Affluent Frequent,Northeast,treatment,5,0.9359
6396,Digital Native,Northeast,treatment,58,0.723
6397,Mainstream,Southwest,treatment,114,0.7238
6398,Budget Occasional,Southeast,control,92,1.4495
6399,Affluent Frequent,Southeast,control,74,0.9353
6400,Digital Native,Northeast,control,96,1.0529
6401,Budget Occasional,Northeast,control,22,0.9774
6402,Affluent Frequent,Midwest,control,53,1.231
6403,Budget Occasional,Southwest,treatment,104,0.7922
6404,Mainstream,West,treatment,114,0.5419
6405,Mainstream,Southwest,control,38,0.2616
6406,Digital Native,Northeast,control,86,2.1338
6407,Digital Native,Southeast,control,115,0.7954
6408,Budget Occasional,West,control,62,0.6798
6409,Digital Native,Northeast,control,32,0.5219
6410,Budget Occasional,Southwest,control,100,0.9572
6411,Mainstream,Northeast,treatment,39,1.9825
6412,Affluent Frequent,Northeast,control,111,0.8564
6413,Mainstream,Southwest,treatment,55,0.6942
6414,Budget Occasional,Midwest,control,40,1.2548
6415,Mainstream,Southeast,control,118,0.7632
6416,Budget Occasional,Northeast,treatment,24,0.8211
6417,Mainstream,Southwest,treatment,52,0.5284
6418,Digital Native,Southeast,treatment,64,1.1299
6419,Mainstream,West,control,26,1.393
6420,Digital Native,Northeast,control,104,1.2978
6421,Mainstream,Northeast,treatment,29,1.2801
6422,Budget Occasional,Southeast,control,103,0.9505
6423,Affluent Frequent,Midwest,treatment,45,2.4322
6424,Dormant Reactivation,West,control,80,2.6114
6425,Budget Occasional,Northeast,control,6,0.5231
6426,Mainstream,Southeast,treatment,45,0.3742
6427,Dormant Reactivation,Northeast,control,20,0.8576
6428,Budget Occasional,West,control,24,0.5451
6429,Mainstream,West,control,120,0.57
